Category ID,Category-Name,Sub-Category ID,Sub-Category Name,Criteria ID,Criteria Name,Criteria Question,Action ID,Englisch,Deutsch,Scores for Measures,BEPI,BSCI,ETI,GLOBALG.A.P,GSCP,GRI,FLA,SA 8000,SAI Platform,SGF,EU organic,FFL,Fairtrade,FSC,Global Coffee Platform (4C),MSC,Rainforest Alliance,RSPO,UTZ,Alnatura,AMA-Biozeichen (rot/weiß),AMA-Gütesiegel,Bio Austria,Bio vom Berg,Demeter,ECHT B!O,Ja Natürlich,Natürlich für uns (Zielpunkt),Natur aktiv (Hofer),Pro Planet – weitere Produkte,Spar Natur Pur,Tierwohl verbessert,Tierwohl kontrolliert,Zurück zum Ursprung,Blühendes Österreich,Ich bin Österreich,Rapunzel,GEPA,"Pro Planet Obst, Gemüse, Eier und Wein"
3,Social,3.2,Freedom of Association and collective bargaining / complains mechanism,3.2.2,Freedom of Association and collective bargaining,Is freedom of association and collective bargaining actively advanced?,3.2.2.1,Freedom of association and collective bargaining is actively advanced through some individual activities,Versammlungsfreiheut und Kollektivverhandlungen werden durch einzelne Aktivitäten aktiv gefördert,1,,,,,,1,1,1,,,,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,
3,Social,3.2,Freedom of Association and collective bargaining / complains mechanism,3.2.2,Freedom of Association and collective bargaining,Is freedom of association and collective bargaining actively advanced?,3.2.2.2,Freedom of association and collective bargaining is advanced through many different ways,Versammlungsfreiheut und Kollektivverhandlungen werden vielfältige Maßnahmen unterstützt.,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
3,Social,3.2,Freedom of Association and collective bargaining / complains mechanism,3.2.3,Independent Complaints Mechanism,Is an independent complaints mechanisms (including provisions for corrective actions) part of the auditing scheme?,3.2.3.1,Intendent complaints mechanisms do exist but are not included into the auditing process,"Unabhängige Beschwerdemechanismen existieren, sind jedoch nicht Bestandteil des Audit-Prozesses;",1,,1,1,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
3,Social,3.2,Freedom of Association and collective bargaining / complains mechanism,3.2.3,Independent Complaints Mechanism,Is an independent complaints mechanisms (including provisions for corrective actions) part of the auditing scheme?,3.2.3.2,Independent complaints mechanisms are in place and included into the auditing process also under participation of relevant local stakeholders (i.e. trade unions),"Unabhängige Beschwerdemechanismen liegen vor und sind Teil des Audit-Prozesses, auch unter Teilnahme der relevanten lokalen Stakeholder (z.B. Gewerkschaften).",2,,,,,,,2,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
3,Social,3.3,Business Practice and Ethical Issues,3.3.1,Training for Workers,"Does the standard include criteria on the provision of professional training for workers, training on the exposure and handling of chemicals and training on labour rights?",3.3.1.1,Provision for training on health and security,Schulungsangebote im Bereich Arbeitsschutz,1,,1,1,,1,,,1,1,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1
3,Social,3.3,Business Practice and Ethical Issues,3.3.1,Training for Workers,"Does the standard include criteria on the provision of professional training for workers, training on the exposure and handling of chemicals and training on labour rights?",3.3.1.2,"Professional training, training on health and security as well as on labour rights","Fachliche Schulungen, Schulungen im Bereich Arbeitsschutz sowie zum Thema Arbeitsrecht.",2,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,
3,Social,3.3,Business Practice and Ethical Issues,3.3.2,Responsible Purchasing/Sourcing Practices,"Does the scheme recommend or require responsible purchasing practices from the companies using auditing/certifications (e.g. longer sourcing agreements, different guaranteed price mechanisms or an increase in the use of certified/audited raw materials)?",3.3.2.1,"The scheme gives recommendations on companies’ purchasing practices. Compliance with these recommendations is not compulsory OR The purchasing recommendations given by the scheme are marginal.",Das Gütesiegel gibt Empfehlungen für die Einkaufpraktiken der Unternehmen. Die Einhaltung dieser Empfehlungen ist nicht verpflichtend ODER die Empfehlungen  sind ungenügend,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
3,Social,3.3,Business Practice and Ethical Issues,3.3.2,Responsible Purchasing/Sourcing Practices,"Does the scheme recommend or require responsible purchasing practices from the companies using auditing/certifications (e.g. longer sourcing agreements, different guaranteed price mechanisms or an increase in the use of certified/audited raw materials)?",3.3.2.2,The scheme requires that companies have responsible purchasing practices.,"Das Gütesiegel verlangt, dass Unternehmen verantwortungsvolle Einkaufspraktiken umsetzten",2,,,,,,,2,,,,,2,2,,,,,,,,,,,,2,,,,,,,,,,,,2,2,
3,Social,3.3,Business Practice and Ethical Issues,3.3.3,Fair farm prices,Are the minimum prices at farm gate regulated?,3.3.3.1,Minimum farm gate prices are guaranteed,Es gibt ein garantiertes Minimum für Ab-Hof-Preise.,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
3,Social,3.3,Business Practice and Ethical Issues,3.3.3,Fair farm prices,Are the minimum prices at farm gate regulated?,3.3.3.2,Fair farm gate prices are guaranteed that result in a living income,"Faire Ab-Hof-Preise, die existenzsichernden Löhnen entsprechen, werden garantiert.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Social,3.3,Business Practice and Ethical Issues,3.3.4,Farmers training,Is training for alternative farming practices provided?,3.3.4.1,Provision of  training on alternative farming practice are provided,Es gibt Schulungsangebote für alternative Bewirtschaftungsmethoden.,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Social,3.3,Business Practice and Ethical Issues,3.3.5,land right issues and conflicts,Are there mechanisms in place that regulate how the companies have to deal with land right issues?,3.3.5.1,FIPC (free informed and prior consent) is compulsory,"Freie, informierte und vorherige Zustimmung (FIPC: Free Informed and Prior Consent) ist verpflichtend.",1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
3,Social,3.3,Business Practice and Ethical Issues,3.3.5,land right issues and conflicts,Are there mechanisms in place that regulate how the companies have to deal with land right issues?,3.3.5.2,FIPC (free informed and prior consent) is compulsory and third party has to be involved for monitoring,"Freie, informierte und vorherige Zustimmung (FIPC) ist verpflichtend, und Drittparteien müssen zur Überwachung herangezogen werden.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Social,3.3,Business Practice and Ethical Issues,3.3.6,Land rights complaint mechanisms,Can complaints regarding land right violations be filed and are they dealt with and solved accordingly?,3.3.6.1,There are grievance mechanisms available for land right issues but it is not clear how accessible end effective they are,"Es gibt Beschwerdemechanismen für Landrechtsstreitigkeiten, aber es ist nicht klar, wie zugänglich oder effektiv diese sind.",1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
3,Social,3.3,Business Practice and Ethical Issues,3.3.6,Land rights complaint mechanisms,Can complaints regarding land right violations be filed and are they dealt with and solved accordingly?,3.3.6.2,There are grievance mechanisms available for land right issues which are easily accessible by effected people and monitored by third party organisations,"Es gibt Beschwerdemechanismen für Landrechtsstreitigkeiten, die für betroffene Personen ohne weiteres zugänglich sind und von Drittorganisationen überwacht werden.",2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
3,Social,3.4,Co-Labeling Social,3.4.1,Co-Labeling Social,Does the standard requiere Co-Labeling for higher social standards?,3.4.1.1,The standard requieres co-labeling that scores at between 30-50% of the criteria defined in the social category.,Der Standard verlangt ein zusätzliches Siegel (Co-Labeling) dass in der Kategorie Soziales  30-50 % der Punkte erreicht,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Social,3.4,Co-Labeling Social,3.4.2,Co-Labeling Social,Does the standard requiere Co-Labeling for higher social standards?,3.4.2.2,The standard requieres co-labeling that scores at between above 50% of the criteria defined in the social category.,Der Standard verlangt ein zusätzliches Siegel (Co-Labeling) dass in der Kategorie Soziales  über 50 % der Punkte erreicht,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
4,Animal welfare,4.1,Animal Housing,4.1.1,Animal Housing,Does the standard include criteria for animal housing conditions?,4.1.1.1,"The standard includes guidelines to ensure well-being and comfort of the animals - a minimum stocking density in buildings, depending on the species, the breed and the age of the animals is defined that is at least in line with the EU Bio regulations. For minimum area definitions see Annex III of the EU - Bio regulation http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02008R0889-20170521","Das Gütesiegel umfasst Leitlinien für die Sicherstellung des Wohlergehens und einer artgerechten Haltung der Tiere - eine Minimaleinstelldichte in Gebäuden, abhängig von der Spezies, der Rasse und dem Alter der Tiere ist definiert, welche zumindest der EU-Bio-Verordnung entspricht. Siehe Anhang III der EU-Bio-Verordnung für Mindestflächendefinitionen unter http://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:02008R0889-20170521.",1,,,,,,,,,,,1,,,,,,,,,1,1,,,1,,1,,1,1,,1,,,,,,1,,
4,Animal welfare,4.1,Animal Housing,4.1.1,Animal Housing,Does the standard include criteria for animal housing conditions?,4.1.1.2,The minimum stocking density is above the minimum area defined by the EU bio regulation,Die Minimaleinstelldichte ist höher als die Minimaleinstelldichte gemäß der EU-Bio-Verordnung.,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,2,2,,,,,2
4,Animal welfare,4.1,Animal Housing,4.1.2,Animal Housing (2),Does the standard include criteria for animal husbandry?,4.1.2.1,"The standard includes criteria (depending on the different requirements of species, age and sex)  that regulate the indoor housing of the animals. These criteria shall include: natural ventilation and light, no slatted or of grid construction of floors, no cages for poultry.","Der Standard umfasst Kriterien (abhängig von den unterschiedlichen Anforderungen je nach Spezies, Alter und Geschlecht), die die Stallhaltung von Tieren regeln. Diese Kriterien müssen folgende Punkte umfassen: Frischluft und Tageslicht, keine Spalten- oder Gitterböden, keine Käfighaltung für Geflügel.",1,,,,,,,,,,,1,1,,,,,,,,1,1,,1,1,,1,,1,1,,1,,,,,,1,,
4,Animal welfare,4.1,Animal Housing,4.1.2,Animal Housing (2),Does the standard include criteria for animal husbandry?,4.1.2.2,"Besides the criteria defined above the standard ADDITIONALLY does not allow tethering (for mammals) or includes criteria that ensure a species and age adequate housing e.g. comfortable, clean and dry laying rest for animals,  toys, additional structures etc.","Abgesehen von den oben definierten Kriterien untersagt der Standard ZUSÄTZLICH DAZU Anbindehaltung (bei Säugetieren) oder umfasst Kriterien, die eine art- und altersgerechte Haltung garantieren, z.B. komfortable, saubere und trockene Liegeflächen für Tiere, Spielzeug, zusätzliche Strukturen etc.",2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,2,2,2,,,,,2
4,Animal welfare,4.2,Free Range,4.2.1,Free Range,Does the standard include criteria for animal husbandry?,4.2.1.1,"The standard requires access to free range areas, for herbivores access to pastures, whenever conditions allow.","Der Standard verlangt Zugang zu Freiflächen, für Grasfresser Zugang zu Weiden, wann immer es die Wetterbedingungen gestatten.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4,Animal welfare,4.2,Free Range,4.2.1,Free Range,Does the standard include criteria for animal husbandry?,4.2.1.2,"The standard requires access to free range areas, for herbivores access to pastures, whenever conditions allow and has ADDITIONALY criteria for structured free range areas (for poultry) or defines a minimum density or herd size - with the EU regulation for organic farming setting the minimum requirement.","Der Standard verlangt Zugang zu Freiflächen, für Grasfresser Zugang zu Weiden, wann immer es die Wetterbedingungen gestatten, und umfasst ZUSÄTZLICH DAZU Kriterien für strukturierte Freiflächen (für Geflügel) oder definiert eine minimale Herdendichte oder -größe - wobei die EU-Verordnung für biologische Landwirtschaft als Mindestanforderung gilt.",2,,,,,,,,,,,2,,,,,,,,,2,2,,2,2,2,2,2,2,2,,2,,2,2,,,2,,2
4,Animal welfare,4.3,Animal Welfare,4.3.1,Animal Welfare,Does the standard include criteria that regulate the mutilation of animals?,4.3.1.1,The standard includes guidelines to prevent cruelty to animals  especially tail or neutering of conscious animals and beak docking is forbidden,"Der Standard umfasst Leitlinien gegen Tierquälerei, insbesondere gegen Kupieren oder Kastrieren/Sterilisieren von Tieren ohne Vollnarkose und Schnabelkupieren.",1,,,,,,,,,,,1,,,,,,,,,1,1,,1,1,,1,,1,1,,1,1,1,,,,1,,
4,Animal welfare,4.3,Animal Welfare,4.3.1,Animal Welfare,Does the standard include criteria that regulate the mutilation of animals?,4.3.1.2,"The standard includes guidelines that prevent any form of mutilation of the animals like tail, horn or beak docking. neutering of  conscious animals is forbidden.","Der Standard umfasst Leitlinien gegen jede Form von Verstümmelung von Tieren, darunter das Kupieren von Schwanz, Horn oder Schnabel. Die Kastration/Sterilisation von Tieren ohne Vollnarkose ist verboten.",2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,2,,,,,2
4,Animal welfare,4.3,Animal Welfare,4.3.2,Animal Feed,Does the standard include criteria for animal feed?,4.3.2.1,There are limits to the use of concentrated feed (< 50%),Der Einsatz konzentrierter Futtermittel ist mit unter  50 % begrenzt.,1,,,,,,,,,,,1,1,,,,,,,,1,1,,,1,1,1,,1,1,,1,,,,,,1,,
4,Animal welfare,4.3,Animal Welfare,4.3.2,Animal Feed,Does the standard include criteria for animal feed?,4.3.2.2,There are strong limits (<30%) to the use of concentrated feed and feed has to be regional,Es gibt strikte Grenzen (< 30 %) für den Einsatz konzentrierter Futtermittel und diese Futtermittel müssen regionalen Ursprungs sein.,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2,,,,,
4,Animal welfare,4.4,Transport & Slaughterhouse,4.4.1,Transport & Slaughterhouse,Does the standard include guidelines covering the transport and slaughterhouse?,4.4.1.1,"The Standard includes guidelines covering the transport & slaughterhouse which restrict the length of the transport, defines the maximum density and adequate stunning methods","Der Standard umfasst Leitlinien für den Bereich Transport & Schlachtung, die die Transportzeit beschränken, die maximale Verladedichte und geeignete Betäubungsverfahren definieren.",1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,1,,,1,,
4,Animal welfare,4.4,Transport & Slaughterhouse,4.4.1,Transport & Slaughterhouse,Does the standard include guidelines covering the transport and slaughterhouse?,4.4.1.2,"The Standard includes guidelines covering the transport & slaughterhouse which restrict the length of the transport to 4 hours, defines the maximum density and adequate stunning methods","Der Standard umfasst Leitlinien für den Bereich Transport & Schlachtung, die die Transportzeit auf unter 4 Stunden beschränken, die maximale Verladedichte und geeignete Betäubungsverfahren definieren.",2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,2,,,,,,
4,Animal welfare,4.5,Co-Labeling Animal Welfare,4.5.1,Co-Labeling Animal Welfare,Does the standard requiere Co-Labeling for all animal products that gurantie high standards?,4.5.1.1,The Standard requieres CO-labeling with a certificate that scores at least in three of the four animal welfare subcategories  for all animal products,"Der Standard verlangt eine CO-Kennzeichnung mit einem Zertifikat,  dass zumindest drei der vier Tierschutz-Teilkategorien für alle tierischen Produkte verlangt.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Animal welfare,4.5,Co-Labeling Animal Welfare,4.5.1,Co-Labeling Animal Welfare,Does the standard requiere Co-Labeling for all animal products that gurantie high standards?,4.5.1.2,The Standard requieres CO-labeling with a certificate that scores in all four animal welfare subcategories  for all animal products and at least in two of them with the highest score,"Der Standard verlangt eine CO-Kennzeichnung mit einem Zertifikat,dass alle vier Tierschutz-Teilkategorien für alle tierischen Produkte erfüllt und zumindest in zwei davon die höchste Bewertung aufweist.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
